customer_id,age,region,tenure_months,is_premium,monthly_spend,avg_txn_value,txns_last_30d,days_since_last_purchase,customer_service_calls,discounts_used_90d,complaints_90d,churn
2859,59,West,7,1,81.11,36.12,2,29,2,2,0,0
2860,43,East,2,0,68.07,21.41,1,66,2,3,0,0
2861,29,East,21,0,60.41,28.22,4,31,2,2,0,0
2862,71,North,54,1,111.53,34.5,7,64,2,0,0,0
2863,65,North,62,0,112.68,40.62,2,31,0,1,1,0
2864,52,South,17,1,102.96,35.37,5,84,0,0,0,1
2865,22,East,31,0,76.73,23.22,5,74,0,3,0,0
2866,20,South,60,0,93.51,33.24,4,91,2,2,0,0
2867,35,North,51,1,97.43,23.87,6,58,0,1,0,0
2868,26,North,65,0,84.85,38.53,2,21,1,1,0,0
2869,67,East,30,1,71.94,27.09,5,87,0,0,0,0
2870,29,East,12,0,69.77,34.54,8,16,1,2,0,0
2871,34,North,11,0,75.74,36.65,5,43,1,2,1,0
2872,73,North,51,1,104.44,30.79,6,69,0,6,0,0
2873,64,North,2,0,47.84,21.56,2,50,0,4,0,0
2874,30,North,33,0,77.49,24.13,7,59,1,1,1,0
2875,39,East,26,0,93.13,29.97,5,24,1,4,0,0
2876,47,North,66,0,106.47,17.02,2,74,0,0,0,0
2877,55,East,71,0,95.06,24.13,6,108,1,1,0,0
2878,71,East,35,0,108.21,22.49,3,87,0,4,0,0
2879,67,West,42,0,121.48,15.79,3,18,0,1,1,0
2880,73,West,27,0,66.3,16.64,2,98,2,3,0,1
2881,20,North,56,0,84.31,26.03,4,28,1,3,0,0
2882,31,North,21,0,80.9,25.88,2,94,1,2,1,1
2883,50,South,53,0,72.81,18.89,4,78,0,5,0,0
2884,20,East,65,1,125.24,35.63,3,65,1,2,0,0
2885,38,North,13,1,88.02,29.82,7,23,1,2,0,0
2886,26,South,17,0,74.07,35.46,3,110,2,3,1,1
2887,71,South,27,0,64.87,24.18,5,87,1,2,1,1
2888,21,North,59,1,97.68,43.78,7,1,0,3,0,0
2889,26,East,46,1,73.22,21.46,4,81,2,1,0,0
2890,29,East,14,1,109.27,37.58,6,53,0,1,0,0
2891,26,South,27,0,87.62,29.77,5,109,3,4,0,1
2892,50,West,46,1,113.1,33.9,5,6,0,2,0,0
2893,38,North,69,1,119.72,30.69,6,16,1,2,0,0
2894,70,North,33,0,41.94,23.77,4,115,0,4,0,1
2895,32,South,6,0,51.73,30.94,3,31,1,4,0,0
2896,48,East,8,1,80.16,25.32,10,38,3,2,0,0
2897,55,East,3,1,65.28,40.6,8,49,1,2,0,1
2898,53,North,9,1,59.1,37.55,10,35,3,3,0,0
2899,63,West,30,1,80.34,32.91,9,53,1,0,0,0
2900,29,South,20,1,90.74,33.26,8,61,2,2,1,0
2901,46,South,22,1,91.74,35.49,7,67,3,1,1,0
2902,63,East,55,0,101.11,38.27,5,101,0,2,0,0
2903,67,West,34,0,107.95,27.78,5,14,3,3,0,0
2904,53,East,52,0,96.29,17.46,4,9,0,4,0,0
2905,55,West,39,1,96.87,31.52,12,56,0,3,1,0
2906,67,North,15,1,114.5,25.84,9,51,0,1,0,0
2907,53,East,68,1,90.27,19.88,3,44,2,4,0,0
2908,72,West,34,0,45.82,15.7,2,96,1,6,1,0
2909,25,South,60,1,96.7,35.96,7,84,1,0,0,0
2910,37,South,7,1,95.68,45.19,7,59,1,1,0,0
2911,24,West,61,1,113.03,42.97,7,26,0,1,0,0
2912,23,North,51,1,88.58,25.76,13,15,0,3,0,0
2913,44,South,18,1,78.09,28.62,8,69,1,0,0,0
2914,30,West,57,1,89.88,27.49,7,28,0,1,0,0
2915,41,West,53,0,67.88,4.35,3,89,0,2,0,1
2916,42,West,64,1,135.27,33.66,8,8,1,1,0,0
2917,53,West,15,0,65.35,31.43,2,35,3,1,0,0
2918,71,North,63,1,138.04,32.98,5,31,0,1,0,0
2919,66,West,55,1,94.15,24.86,6,36,2,1,1,0
2920,39,South,24,0,79.37,18.24,2,68,2,2,0,0
2921,36,East,25,1,95.91,32.37,9,8,0,2,0,0
2922,61,South,19,0,82.7,31.16,5,62,2,7,0,1
2923,25,West,34,1,100.82,33.54,6,22,0,3,0,0
2924,48,East,64,1,126.78,40.08,5,48,1,2,0,0
2925,42,West,60,0,98.31,24.35,2,29,0,4,0,0
2926,28,North,11,0,49.13,26.89,3,90,0,0,1,0
2927,53,North,10,1,95.99,27.48,11,40,2,2,0,0
2928,36,South,5,1,80.95,29.51,8,9,1,3,0,0
2929,28,North,44,0,70.35,14.95,4,31,1,2,1,0
2930,55,East,23,0,81.91,29.81,3,68,0,1,0,0
2931,27,South,55,0,101.32,22.67,3,32,1,2,0,0
2932,56,East,54,0,79.75,2.0,0,30,1,3,0,0
2933,27,North,15,1,82.24,38.85,9,66,1,1,0,0
2934,42,North,50,1,84.19,42.79,7,11,0,4,0,0
2935,64,East,55,0,60.43,18.51,4,104,1,2,0,1
2936,31,South,71,1,111.87,38.84,7,57,0,2,0,0
2937,61,North,52,1,117.88,33.32,6,54,1,0,0,0
2938,59,North,26,1,84.4,18.06,8,5,0,0,0,0
2939,69,North,71,0,116.92,40.62,3,61,0,2,0,0
2940,27,East,20,0,66.92,23.37,5,43,2,0,0,0
2941,58,North,58,1,105.98,36.61,10,9,1,2,0,0
2942,71,South,27,0,69.16,20.0,2,87,0,1,0,0
2943,61,East,67,0,108.22,22.64,3,65,1,1,1,0
2944,28,South,56,1,93.62,36.29,11,65,0,2,0,0
2945,64,East,43,0,79.57,16.66,5,56,0,0,1,0
2946,24,North,16,1,79.79,48.55,8,79,1,2,0,0
2947,51,West,14,1,78.58,41.71,6,40,1,1,0,0
2948,46,South,68,0,94.53,29.13,4,56,0,3,0,0
2949,48,South,57,1,106.8,33.87,10,88,1,1,1,1
2950,47,West,37,1,114.28,28.91,6,82,1,2,0,0
2951,19,East,63,0,91.34,33.24,0,27,1,3,1,0
2952,46,East,56,0,96.33,29.89,7,84,0,5,0,1
2953,71,West,28,1,96.59,31.8,4,72,2,3,0,0
2954,42,North,59,1,130.56,26.32,7,5,0,0,0,0
2955,33,West,57,1,103.96,22.39,11,88,1,0,0,0
2956,74,East,34,0,72.51,25.23,1,79,1,1,1,1
2957,23,South,2,0,72.18,23.01,6,51,0,2,1,0
2958,45,North,53,1,101.76,44.48,5,2,5,1,0,0
2959,47,North,25,1,99.98,42.94,4,35,0,0,0,0
2960,45,West,26,0,108.07,25.31,3,46,0,0,0,0
2961,70,North,51,1,90.82,34.35,9,55,1,2,0,0
2962,42,North,58,1,131.98,25.78,10,7,1,1,1,0
2963,73,East,7,0,56.12,33.49,3,95,1,7,0,1
2964,21,East,59,1,129.57,34.55,5,1,1,2,0,0
2965,59,North,21,1,100.79,39.84,4,53,2,3,0,0
2966,51,West,41,0,89.5,34.41,4,93,2,3,0,0
2967,31,South,62,1,108.74,30.48,6,69,1,1,0,0
2968,30,West,16,0,64.24,18.38,3,92,1,3,0,0
2969,59,North,16,0,57.17,44.75,4,36,1,1,0,0
2970,54,North,69,1,114.59,39.76,8,21,2,0,0,0
2971,52,East,27,0,70.74,22.77,3,23,2,1,0,0
2972,20,North,68,1,116.87,44.92,8,67,2,0,0,0
2973,52,South,26,1,71.84,32.53,9,88,3,3,0,1
2974,73,North,45,1,102.84,37.6,6,0,0,2,1,0
2975,18,East,37,0,97.44,20.45,6,60,2,1,0,0
2976,44,West,70,1,129.16,34.86,5,86,0,3,0,0
2977,46,West,40,0,80.35,22.81,2,35,0,3,0,0
2978,69,West,36,0,116.44,18.98,4,35,2,3,0,0
2979,34,West,34,0,68.34,26.94,8,80,2,1,0,1
2980,45,South,27,1,92.2,29.89,8,62,2,1,0,0
2981,58,South,32,1,74.24,39.61,10,52,2,1,1,0
2982,21,West,33,0,70.45,22.56,2,59,3,2,0,0
2983,63,West,55,1,134.32,21.24,4,86,2,0,0,0
2984,64,West,4,1,76.52,39.97,5,48,2,1,0,0
2985,59,East,36,0,55.08,30.1,3,85,0,3,0,0
2986,54,North,39,1,112.58,53.03,8,19,0,0,0,0
2987,60,West,54,1,112.84,35.14,8,43,2,0,0,0
2988,62,West,48,1,116.46,36.47,7,82,2,2,0,0
2989,69,East,31,0,71.04,28.83,7,57,2,0,0,0
2990,42,West,8,0,48.89,33.16,8,89,1,0,0,1
2991,43,East,27,1,90.75,42.66,8,60,0,0,0,0
2992,54,West,19,0,77.82,27.55,2,10,1,4,0,0
2993,29,North,15,1,86.42,34.74,10,63,1,2,0,0
2994,66,West,52,1,111.82,41.74,4,19,2,2,0,0
2995,61,North,34,1,88.95,34.4,4,44,0,2,0,0
2996,53,South,57,0,94.88,14.69,4,13,1,3,0,0
2997,35,North,10,1,84.95,22.99,7,28,1,1,0,0
2998,37,South,70,1,104.41,32.65,2,12,3,5,0,0
2999,42,North,34,1,99.1,35.96,5,50,0,1,0,0
3000,55,West,18,1,83.2,54.78,5,5,1,1,0,0
3001,62,East,26,0,82.26,24.04,5,67,1,4,0,0
3002,56,West,60,0,103.1,25.37,4,100,1,1,0,0
3003,71,North,51,1,113.02,31.77,7,53,0,3,0,0
3004,72,North,13,0,41.98,29.95,7,69,3,1,1,0
3005,58,East,71,0,81.03,27.24,2,80,1,2,0,0
3006,39,East,10,1,75.45,29.89,11,50,2,0,0,0
3007,52,East,20,0,58.06,16.91,1,13,0,2,0,0
3008,42,West,52,1,97.86,31.78,10,59,2,1,0,0
3009,53,West,38,1,112.88,28.25,7,88,2,2,1,1
3010,64,East,32,0,86.48,23.15,3,84,0,2,0,0
3011,39,West,66,0,86.64,26.13,4,23,1,1,0,0
3012,46,East,57,0,97.38,20.99,6,67,2,4,0,1
3013,20,East,69,1,119.43,46.64,7,81,1,0,0,0
3014,59,South,21,0,70.01,34.28,4,94,0,2,0,0
3015,45,North,61,1,127.72,33.16,9,43,2,1,1,0
3016,44,North,16,1,78.08,27.29,6,52,0,3,0,0
3017,48,East,58,0,89.79,24.76,7,93,0,4,0,1
3018,30,East,39,1,83.74,33.93,6,12,2,2,0,0
3019,52,South,43,1,86.46,34.5,5,18,0,3,0,0
3020,60,East,9,1,64.09,31.82,5,12,0,1,2,0
3021,37,North,63,1,96.71,26.6,8,79,2,1,1,0
3022,25,North,20,1,91.25,35.28,7,7,0,0,0,0
3023,40,West,43,0,76.96,22.19,6,31,2,2,2,0
3024,29,South,12,1,81.95,32.9,8,17,2,0,0,0
3025,39,North,66,0,88.51,25.75,6,63,0,0,0,0
3026,53,South,23,1,118.09,34.45,8,3,1,0,0,0
3027,24,South,55,1,90.44,35.58,8,2,1,1,1,0
3028,60,East,55,0,68.84,21.82,5,62,0,4,0,0
3029,30,West,40,1,87.32,37.88,10,29,1,1,0,0
3030,68,East,9,1,83.42,29.26,5,17,1,3,0,0
3031,59,East,20,1,97.72,26.3,9,86,3,2,0,1
3032,33,South,44,1,111.28,27.88,9,55,1,1,0,0
3033,50,East,39,1,113.67,29.59,6,66,0,3,0,0
3034,24,South,42,1,99.38,24.7,7,87,0,3,0,0
3035,23,North,18,0,63.06,11.46,2,69,2,2,1,0
3036,72,West,39,1,124.0,39.03,10,25,1,3,1,0
3037,63,South,7,0,21.74,35.19,3,60,3,2,0,1
3038,26,South,35,0,78.44,29.46,3,12,1,1,0,0
3039,34,North,7,0,69.95,21.14,8,91,1,4,0,1
3040,29,West,48,1,132.11,21.27,5,54,0,2,1,0
3041,40,North,41,0,55.59,26.54,3,110,1,2,0,1
3042,34,South,61,1,104.2,22.14,9,27,1,0,0,0
3043,36,West,33,1,76.14,34.31,4,5,2,1,0,0
3044,48,South,12,1,59.03,28.6,4,31,1,2,0,0
3045,28,West,17,1,85.43,16.76,7,26,1,2,0,0
3046,68,North,58,0,101.5,36.84,6,114,0,2,0,0
3047,59,East,69,1,132.59,24.95,3,71,1,0,0,0
3048,61,West,5,1,74.52,32.15,11,31,2,2,1,0
3049,27,East,49,1,114.5,33.97,16,89,1,0,1,0
3050,58,East,35,1,94.53,31.24,8,29,1,5,0,0
3051,65,South,19,1,97.85,38.72,11,65,1,1,0,1
3052,27,East,37,1,115.82,29.07,10,18,1,5,1,0
3053,60,West,67,1,110.59,38.06,4,9,0,2,0,0
3054,38,East,15,0,83.65,27.55,6,96,2,5,0,0
3055,62,West,60,1,91.8,23.98,4,55,1,0,0,0
3056,45,East,7,1,93.35,36.89,7,53,0,6,1,1
3057,63,East,52,0,101.51,16.57,4,20,0,2,0,0
3058,26,South,6,1,96.95,25.67,4,10,4,0,0,0
3059,40,East,5,0,44.72,27.32,6,84,1,0,0,0
3060,33,West,3,1,78.41,31.73,10,71,1,3,0,1
3061,32,East,58,0,93.53,27.98,3,78,0,2,0,0
3062,35,North,41,1,107.15,38.05,7,75,0,3,0,0
3063,39,East,50,1,106.74,23.58,6,12,0,3,0,0
3064,25,East,12,0,87.44,30.92,3,49,1,2,0,1
3065,58,West,66,0,73.57,27.28,4,69,1,1,0,0
3066,49,North,58,1,105.4,30.31,15,13,2,1,0,0
3067,65,North,35,1,72.18,33.91,5,85,1,2,0,0
3068,58,South,64,0,101.32,31.15,1,76,0,1,0,0
3069,26,North,11,1,93.82,32.44,4,32,1,1,0,0
3070,21,West,21,0,120.73,41.92,3,93,1,3,0,0
3071,42,South,4,0,77.4,36.93,3,10,6,0,1,1
3072,45,South,12,0,70.97,25.93,5,90,1,2,0,1
3073,31,North,60,0,93.82,23.18,4,73,2,2,0,1
3074,62,South,30,0,70.25,23.52,2,41,0,2,0,0
3075,51,West,46,0,84.96,20.19,6,52,2,1,0,0
3076,60,South,63,0,95.64,26.0,5,34,0,2,0,0
3077,24,North,55,0,58.03,30.5,5,65,0,3,0,0
3078,64,North,29,0,77.45,14.2,0,59,1,5,0,0
3079,29,West,25,0,74.02,30.14,3,34,1,6,0,0
3080,43,West,8,0,90.31,32.47,3,56,1,3,0,0
3081,43,North,59,0,87.52,29.58,2,22,1,3,0,1
3082,64,East,70,1,103.52,33.96,4,43,0,1,0,0
3083,33,North,36,0,82.03,29.25,8,102,2,5,1,1
3084,31,East,36,0,79.12,35.39,4,76,2,3,0,1
3085,37,North,61,1,108.54,34.53,7,28,0,4,0,0
3086,38,West,25,0,53.32,25.19,1,80,0,2,0,0
3087,28,West,29,1,92.16,52.06,9,5,1,1,0,0
3088,28,North,64,0,83.31,27.46,5,89,2,3,0,0
3089,31,South,27,0,70.25,16.94,5,47,1,2,0,1
3090,44,North,66,0,103.98,31.98,2,25,1,1,0,0
3091,37,South,12,1,75.88,38.22,8,85,2,2,0,1
3092,40,North,36,0,74.68,19.76,8,63,0,3,0,0
3093,58,North,35,0,85.62,16.17,8,25,2,5,0,1
3094,31,West,22,1,86.96,36.91,8,0,2,1,1,0
3095,69,North,69,1,153.64,34.52,15,41,2,0,0,0
3096,60,West,35,1,101.23,25.05,10,73,2,1,0,0
3097,27,North,63,0,72.87,24.29,4,41,0,2,1,0
3098,35,South,16,0,55.41,23.79,3,93,1,1,0,1
3099,28,South,25,1,78.4,34.5,8,16,0,2,0,0
3100,33,West,34,1,84.62,38.93,4,80,0,2,0,0
3101,38,North,41,1,108.55,20.9,5,30,0,1,1,0
3102,25,North,17,0,51.9,16.1,6,65,1,1,0,0
3103,18,East,23,1,86.53,31.1,10,49,3,2,2,0
3104,43,East,45,1,119.64,45.61,8,49,3,2,0,1
3105,57,East,20,0,62.2,43.94,6,37,1,2,0,0
3106,35,North,54,1,117.07,35.04,7,67,1,0,0,0
3107,67,North,34,0,51.76,25.36,4,25,4,1,1,0
3108,39,West,69,0,88.94,5.45,6,60,0,1,0,0
3109,69,East,17,1,75.21,42.24,6,48,3,2,0,1
3110,31,East,60,0,94.5,28.6,2,56,0,1,0,0
3111,48,South,35,0,61.98,27.27,4,35,1,1,0,0
3112,61,North,7,1,114.54,25.03,2,85,1,2,0,0
3113,21,West,51,0,60.91,40.84,7,41,0,5,0,0
3114,71,East,16,0,85.04,37.16,2,37,2,3,0,0
3115,38,North,10,0,78.17,27.35,8,85,1,2,0,0
3116,46,West,38,0,83.65,32.94,3,32,1,2,1,1
3117,53,East,56,1,108.82,35.41,5,59,0,0,1,0
3118,54,South,19,1,117.32,41.57,9,39,2,1,0,0
3119,19,South,45,1,139.56,24.54,10,64,0,0,0,0
3120,67,East,2,1,77.89,16.81,7,6,2,5,0,0
3121,53,South,14,1,89.37,24.84,8,11,2,2,0,0
3122,74,East,54,0,78.71,18.55,2,59,1,2,0,1
3123,44,East,1,1,62.96,29.85,7,12,1,1,0,0
3124,52,North,26,1,99.95,38.58,5,68,1,1,0,1
3125,43,West,37,1,102.24,32.94,6,30,0,2,0,0
3126,68,South,5,0,38.35,24.77,4,55,1,5,0,0
3127,65,South,70,1,121.84,25.52,9,30,1,2,0,0
3128,69,East,37,0,82.75,14.83,5,36,0,3,0,0
3129,46,East,25,0,63.48,25.33,3,107,1,4,0,0
3130,63,South,70,1,105.0,30.66,8,33,1,2,0,0
3131,38,East,40,1,106.36,35.04,5,36,0,0,0,0
3132,44,West,49,1,128.63,39.36,7,49,0,2,0,0
3133,61,West,7,0,69.48,38.12,2,76,0,5,1,0
3134,22,West,12,1,97.71,34.84,10,87,1,2,1,1
3135,58,North,4,1,69.52,49.51,2,8,3,3,0,1
3136,18,South,37,1,92.29,38.25,8,20,0,4,0,0
3137,51,East,60,0,99.12,30.52,3,103,2,2,1,1
3138,45,North,65,1,92.12,43.42,7,56,0,0,0,0
3139,44,East,41,0,83.61,30.76,5,45,0,2,0,0
3140,46,South,4,1,89.4,28.59,6,56,0,0,0,0
3141,46,South,45,1,101.92,43.66,10,61,0,0,0,0
3142,41,North,46,1,107.79,32.01,7,57,1,4,0,0
3143,43,South,43,0,82.37,27.41,3,80,2,1,0,0
3144,50,South,52,0,76.67,26.06,0,96,0,3,0,0
3145,61,East,40,0,62.33,34.15,3,43,1,4,0,0
3146,49,East,50,1,103.65,38.14,14,27,3,3,1,0
3147,54,North,35,1,117.07,23.91,8,5,0,1,0,0
3148,65,North,11,0,80.87,41.73,2,39,3,2,1,0
3149,74,West,6,1,77.82,41.68,3,23,0,2,1,0
3150,24,North,65,1,107.01,30.6,7,42,0,0,0,0
3151,58,South,32,1,89.4,25.9,9,64,0,1,0,0
3152,30,South,23,0,64.91,32.59,5,94,1,6,0,1
3153,29,East,21,0,74.82,16.85,4,30,0,2,0,0
3154,63,West,4,0,77.86,31.41,8,53,1,1,0,1
3155,21,East,68,0,127.94,33.55,5,67,1,8,1,1
3156,66,West,6,1,70.55,29.8,7,44,1,1,0,0
3157,61,West,16,0,77.77,19.09,2,81,2,1,0,1
3158,74,North,33,1,104.64,31.24,7,29,1,3,0,0
3159,56,North,26,0,68.05,17.09,4,56,4,1,0,0
3160,67,South,3,0,46.11,26.84,2,94,3,3,1,1
3161,24,South,24,1,96.13,37.98,1,13,1,3,1,0
3162,68,East,56,0,119.8,30.82,4,49,0,2,1,0
3163,27,North,18,0,73.04,18.33,4,42,1,2,1,0
3164,35,North,62,1,99.19,41.72,12,88,0,2,0,0
3165,25,South,26,0,70.64,17.1,5,84,2,3,0,1
3166,40,East,1,1,63.4,41.72,7,47,1,0,1,0
3167,60,East,8,0,64.28,13.11,1,58,2,0,0,0
3168,33,West,58,0,99.25,37.54,7,88,2,2,0,1
3169,64,North,29,0,64.11,20.83,4,49,3,2,0,0
3170,52,South,70,0,46.17,29.79,3,70,1,6,0,0
3171,53,West,57,0,92.65,30.43,4,102,1,5,1,0
3172,71,East,3,0,53.98,14.84,8,11,0,2,1,1
3173,42,East,23,0,60.24,31.68,5,16,1,1,0,0
3174,37,South,52,0,74.61,20.59,1,61,1,2,0,0
3175,74,North,5,1,88.5,32.55,5,49,0,1,0,0
3176,49,West,71,0,89.38,19.64,3,53,1,3,1,0
3177,53,East,12,0,79.96,37.91,3,75,2,1,0,0
3178,34,East,57,1,122.79,25.64,7,74,1,0,0,0
3179,30,South,60,1,105.94,38.44,13,55,2,1,0,0
3180,27,South,36,1,90.19,30.01,12,76,2,2,1,0
3181,30,North,58,0,90.92,33.73,2,68,0,1,0,0
3182,29,East,63,0,89.32,43.57,9,94,0,5,0,0
3183,60,South,53,1,80.21,29.96,7,26,0,1,0,0
3184,21,North,51,0,114.21,26.12,6,40,1,3,0,0
3185,53,South,28,1,104.72,31.92,8,13,0,1,0,0
3186,72,West,21,0,63.55,33.3,6,83,1,2,0,1
3187,61,South,62,1,82.25,33.01,5,77,1,2,0,0
3188,40,South,16,1,85.29,42.24,8,42,0,1,0,0
3189,21,East,30,0,66.18,21.82,4,91,1,4,1,1
3190,65,West,37,0,77.59,42.95,2,30,0,1,0,0
3191,18,East,28,0,41.54,7.47,4,49,0,6,0,1
3192,56,West,27,0,66.42,28.01,4,59,1,1,2,0
3193,56,North,43,0,75.33,24.92,5,16,1,4,0,0
3194,28,West,24,1,89.12,34.63,4,1,2,1,0,0
3195,60,West,71,1,111.96,37.28,5,30,0,1,0,0
3196,28,South,13,0,67.28,25.47,4,89,2,2,1,1
3197,30,East,28,1,116.82,36.75,7,85,1,0,0,0
3198,64,North,61,1,102.77,38.26,6,70,0,6,0,0
3199,73,South,34,0,63.33,38.99,1,95,0,4,0,0
3200,33,North,51,1,79.59,12.88,10,64,0,1,0,0
3201,70,North,46,1,95.33,49.78,10,59,0,2,0,0
3202,70,West,24,0,50.98,45.48,4,41,0,3,0,0
3203,61,North,53,1,120.9,20.99,11,77,1,3,0,0
3204,25,East,17,0,67.06,25.38,3,64,2,4,0,1
3205,35,South,54,0,101.09,35.97,6,78,0,4,0,1
3206,56,South,10,1,106.99,42.35,4,62,4,0,0,1
3207,74,South,50,0,72.02,38.41,2,66,0,2,0,0
3208,64,South,8,0,58.79,27.98,4,13,2,2,1,1
3209,41,East,62,1,130.98,18.74,8,24,0,3,0,0
3210,31,West,45,0,85.34,35.44,5,46,0,2,0,0
3211,72,South,3,0,69.32,30.08,2,55,1,1,1,0
3212,33,West,8,1,99.49,46.73,10,64,4,0,1,0
3213,37,East,14,0,80.45,12.73,6,94,2,2,0,0
3214,72,East,69,1,120.66,25.27,8,14,2,1,0,0
3215,50,North,42,1,121.95,35.13,7,27,0,2,1,0
3216,33,North,20,1,88.98,45.66,5,52,0,1,0,0
3217,18,West,20,0,77.79,37.89,3,106,2,1,0,0
3218,42,East,2,0,58.35,19.19,4,28,1,0,0,0
3219,74,South,15,1,102.81,31.75,1,0,0,3,0,0
3220,42,West,61,0,79.99,47.98,3,49,1,1,0,0
3221,57,South,43,0,56.26,20.58,1,35,2,1,0,1
3222,32,West,27,0,83.32,30.4,3,52,1,6,0,1
3223,62,South,2,0,45.7,21.39,3,98,1,3,0,1
3224,62,West,25,0,55.71,28.8,2,103,0,0,0,0
3225,52,North,28,0,92.97,18.07,3,86,2,6,0,1
3226,61,North,9,1,98.99,28.3,2,36,1,0,0,0
3227,50,East,44,1,96.86,32.03,7,73,1,0,0,0
3228,39,North,47,0,37.82,20.64,4,57,0,1,1,0
3229,60,West,71,0,103.5,22.57,2,76,1,1,0,0
3230,65,East,26,0,82.94,29.21,2,36,0,6,0,0
3231,65,North,20,0,77.75,40.12,5,64,0,5,0,0
3232,30,North,59,0,96.56,20.28,3,63,2,2,0,0
3233,56,West,25,1,89.78,27.09,9,49,3,2,0,0
3234,18,East,45,0,76.34,25.08,6,49,1,6,0,0
3235,50,West,53,0,69.91,18.19,2,86,1,1,0,0
3236,50,North,63,0,81.04,11.92,7,49,1,3,0,0
3237,38,West,23,0,76.32,33.51,1,74,1,1,0,0
3238,74,South,45,1,107.57,35.64,10,78,0,0,0,0
3239,68,East,10,1,96.85,36.43,7,75,1,2,0,0
3240,20,South,56,0,66.9,9.58,7,100,1,0,0,0
3241,29,North,4,0,37.11,20.32,1,50,2,3,0,1
3242,29,West,50,1,99.3,23.67,8,59,0,3,0,0
3243,69,West,15,0,52.2,24.84,3,35,1,3,1,0
3244,47,South,33,0,79.29,26.07,2,106,2,2,0,1
3245,59,West,6,0,43.35,26.07,1,102,2,2,0,1
3246,64,North,49,0,102.2,19.66,2,66,0,2,0,0
3247,61,North,35,1,85.17,28.18,1,52,2,0,0,0
3248,23,North,48,1,127.89,33.45,7,88,2,1,0,0
3249,25,South,25,1,100.36,37.86,4,56,0,1,1,0
3250,40,North,1,1,64.67,30.37,8,71,0,3,0,0
3251,37,South,42,1,132.42,27.5,6,32,1,0,0,0
3252,60,North,50,0,88.98,17.84,4,87,1,1,0,0
3253,26,East,48,1,106.49,29.73,9,58,1,0,0,0
3254,39,West,19,0,68.52,21.38,8,28,2,0,1,0
3255,31,East,51,1,112.5,26.21,4,48,3,0,0,0
3256,28,North,39,1,107.38,31.44,6,22,1,4,0,0
3257,27,East,15,1,74.53,44.89,6,35,2,0,0,0
3258,29,North,8,1,80.8,32.64,7,73,3,1,0,0
3259,50,East,24,1,93.74,25.09,2,70,2,0,0,0
3260,41,East,2,0,69.74,6.93,0,44,1,0,0,0
3261,42,South,51,1,114.5,49.69,3,60,2,4,0,0
3262,45,North,2,0,63.47,34.11,7,56,1,5,0,0
3263,60,West,4,1,73.75,37.28,3,67,4,1,0,0
3264,67,West,12,0,56.98,34.3,7,60,0,5,0,1
3265,48,East,24,0,54.13,29.22,7,92,1,3,0,1
3266,54,West,2,1,89.89,34.39,6,5,1,3,0,0
3267,60,West,45,0,73.26,15.08,4,24,1,1,0,0
3268,57,North,10,1,82.12,50.27,6,67,3,2,0,0
3269,25,East,58,0,92.57,21.5,2,45,2,4,1,0
3270,74,South,40,0,80.06,21.94,5,29,0,3,0,0
3271,27,South,6,0,62.92,25.3,2,69,3,4,0,1
3272,41,North,29,0,60.93,25.44,5,20,0,4,0,0
3273,55,West,10,0,69.03,29.6,2,91,2,3,1,0
3274,40,East,70,0,90.31,28.68,3,23,0,5,0,0
3275,31,North,43,1,100.2,30.39,6,1,0,1,0,0
3276,70,South,58,1,126.37,35.21,6,87,1,2,0,1
3277,22,South,27,0,81.08,29.34,6,64,1,3,0,0
3278,32,East,11,1,76.94,29.7,2,1,0,2,0,0
3279,74,West,17,0,66.27,36.57,5,94,3,3,0,1
3280,59,South,30,1,118.99,34.84,5,9,1,1,0,0
3281,22,South,55,1,102.89,47.79,7,41,0,0,0,0
3282,61,East,31,1,96.1,23.86,6,23,0,1,0,0
3283,73,South,66,0,102.96,30.24,5,44,2,4,0,0
3284,23,South,26,0,76.23,17.88,4,86,2,2,0,0
3285,41,North,17,0,62.91,19.92,6,62,2,4,0,1
3286,44,North,36,1,86.85,42.24,5,32,1,1,0,0
3287,25,South,8,1,83.85,33.17,4,54,1,1,0,0
3288,29,West,48,0,93.87,45.78,4,100,1,3,0,0
3289,27,South,8,0,83.81,29.14,3,38,1,2,0,0
3290,28,North,46,0,61.02,19.43,3,19,1,1,0,0
3291,41,East,28,1,120.44,39.16,8,44,2,3,0,0
3292,44,West,26,0,68.67,23.1,3,18,1,3,0,0
3293,31,South,44,1,115.87,41.66,5,34,0,1,0,0
3294,34,North,51,1,94.44,32.63,7,4,0,3,0,0
3295,28,East,66,1,88.84,38.25,7,29,1,1,0,0
3296,63,South,21,0,50.81,26.59,3,33,3,2,1,0
3297,30,East,58,1,104.04,35.63,11,25,1,1,0,0
3298,69,North,60,0,97.86,33.33,3,79,2,2,0,0
3299,48,North,71,0,95.97,10.57,3,17,1,1,0,0
3300,63,South,69,1,110.75,35.78,5,38,1,0,0,0
3301,54,East,57,1,125.27,29.39,5,7,0,3,0,0
3302,33,South,21,1,90.53,24.21,5,55,2,0,0,0
3303,52,North,50,1,109.2,28.3,4,52,1,1,0,0
3304,33,South,56,0,134.67,20.04,2,50,0,1,0,0
3305,24,East,21,1,90.38,33.12,7,55,1,3,0,0
3306,32,North,58,0,78.56,27.7,6,43,2,3,0,0
3307,33,East,50,1,112.21,39.34,7,87,0,2,0,1
